PRODUCTO;Modelo ;Descripcion ;Proveedor ;;Quantity;Price USD
ID-00003137;297-224015;CEPILLO COPA ACERO DE 75MM;DISMAR;BUL;0;0,00
ID-00003138;2289;JUEGO DE LLAVES TORX X 9U CORTAS;SOLMONI CARLOS;DAVIDSON;0;0,00
ID-00003139;3464;CALIBRE METALICO 0 - 150 MM DAVIDSON;SOLMONI CARLOS;DAVIDSON;0;0,00
ID-00003140;;"TORQUIMETRO DE ZAFE DE 3/8""";SOLMONI CARLOS;EUROTECH;0;0,00
ID-00003141;2650;"JUEGO DE LLAVES TIPO ""C"" X 4U EUROTECH";SOLMONI CARLOS;EUROTECH;0;0,00
ID-00003142;;JUEGO DE PUNTAS TORX DE 40 PZAS C/AZUL;SOLMONI CARLOS;EUROTECH;2;21,37
ID-00003143;;;;;0;0,00
ID-00003144;;;;;0;0,00
ID-00003145;095603;LAPIZ CARPINTERO X 18CM COMET;CRIMARAL S.A.I.C.F.E.I;COMET;3;3,98
ID-00003146;4649;IMAN TELESCOPICO GRANDE EUROTEC;SOLMONI CARLOS;EUROTECH;0;0,00
ID-00003147;5017;JUEGO DE CABLE PARA PUENTE 600 AMP;SOLMONI CARLOS;EUROTECH;0;0,00
ID-00003148;0649;JUEGO DE PIEDRAS GRANDES P/TAL. DAVIDSON;SOLMONI CARLOS;DAVIDSON;0;0,00
ID-00003149;2079;JUEGO DE PIEDRAS CHICAS P/TAL. DAVIDSON;SOLMONI CARLOS;DAVIDSON;0;0,00
ID-00003150;2563;PINZA LARGA DE PUNTA CURVADA 90º;SOLMONI CARLOS;DAVIDSON;0;0,00
ID-00003151;3397;JUEGO DE NUMEROS Y LETRAS P/GRABAR X 36P;SOLMONI CARLOS;DAVIDSON;1;4,68
ID-00003152;3201;BOMBA SUMERGIBLE PARA AGUA TURBIA INOX;GRUPO SIMPA S.A.;GAMMA;1;169,13
ID-00003153;IISDE00000320;"VALVULA DE AIRE AUTIMATICA TEFEC 1""""";TODORIEGO INSUMOS S.R.L;TEFEC;5;129,70
ID-00003154;BERC10010;"VALVULA DE AIRE 1"" BERMAD COMBINADA";TODORIEGO INSUMOS S.R.L;BERMAD;5;648,17
ID-00003155;BARARV-P;"VALVULA DE AIRE (VACIO) 1/2"" PLASTICO";TODORIEGO INSUMOS S.R.L;BERMAD;3;241,59
ID-00003156;;"IFYDCIYM2CON FILTRO PLASTICO Y C/MALLA ACERO 3/4""";TODORIEGO INSUMOS S.R.L;IRRITEC;1;11,12
ID-00003157;;"IFYDVDIYM2CO FILTRO PLASTICO Y C/MALLA ACERO 1""";TODORIEGO INSUMOS S.R.L;IRRITEC;0;0,00
ID-00003158;F019885;CHALECO P/SEGURIDAD VERDE FLUOR;ANGAR DISTRIBUCIONES;SEGUTECNICA S.R.L.;2;604,24
ID-00003159;GR3050-AR;CORTADORA DE CESPED 1000WTS 30CM;DELLA VALLE Y CIA SRL;BLACK + DECKER;0;0,00
ID-00003160;025131A;LLAVE COMBINADA IRIMO 13MM;ITURRIA S.A;IRIMO;1;0,34
ID-00003161;025141A;LLAVE COMBINADA IRIMO 14MM;ITURRIA S.A;IRIMO;1;0,45
ID-00003162;28;"ROSCADORA DE CAÑO DE 1/2"" A 2"" GAMMA";GRUPO SIMPA S.A.;GAMMA;1;880,50
ID-00003163;G2306AR;APAREJO ELECTRICO 150/300KG 5,5/11 MTS;GRUPO SIMPA S.A.;GAMMA;0;0,00
ID-00003164;G2307AR;APAREJO ELECTRICO 250/500KG 5,5/11 MTS;GRUPO SIMPA S.A.;GAMMA;0;0,00
ID-00003165;G2355;SIERRA INGLETADORA GAMMA DE 2000 WTS;GRUPO SIMPA S.A.;GAMMA;0;0,00
ID-00003166;P3155125;DESTORNILLADOR PALETA MANGO ERGO;ITURRIA S.A;BAHCO;5;8,32
ID-00003167;017197;PAR DE GUANTE DIELECTRICOS BIL-VEX;SEGUTECNICA S.R.L.;BIL BEX;1;1827,30
ID-00003168;07880.78;BOTA DE GOMA PAMPERO T39 BLANCA;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;1,84
ID-00003169;07880.80;BOTA DE GOMA PAMPERO T40 BLANCA;BERMON DISTRIBUIDORA S.R.L;PAMPERO;2;6,10
ID-00003170;07880.85;BOTA DE GOMA PAMPERO T43 BLANCA;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;6,33
ID-00003171;00818.82;FAJA LUMBAR USO INTENSIVO T2 PAMPERO;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;28,01
ID-00003172;00818.82;FAJA LUMBAR USO INTENSIVO T3 PAMPERO;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;28,01
ID-00003173;00818.82;FAJA LUMBAR USO INTENSIVO T4 PAMPERO;BERMON DISTRIBUIDORA S.R.L;PAMPERO;5;141,10
ID-00003174;00818.82;FAJA LUMBAR USO INTENSIVO T5 PAMPERO;BERMON DISTRIBUIDORA S.R.L;PAMPERO;5;140,07
ID-00003175;P3140100;DESTORNILLADOR PTA PLANA CONICA P3000;ITURRIA S.A;BAHCO;1;1,47
ID-00003176;N39499;HOJA DE LIJA AL AGUA G 1000;PAPIERTTEI;NORTON;8;0,32
ID-00003177;25,16;"TUERCA AUTOFRENANTE USS 5/8""";BULONFER S.A;FIXO;187;1,65
ID-00003178;113199;TORNILLO MADERA FIX 5.0 x 50;PROCOM;BREMEN;784;48,56
ID-00003179;113204;TORNILLO MADERA FIX 6.0 x 60;PROCOM;CISER;488;11,86
ID-00003180;;;;;0;0,00
ID-00003181;;;;;0;0,00
ID-00003182;10008025;"TIRAFONDO 5/16 "" x  1 """;RC DISTRIBUCIONES S.R.L;TEL;196;2,00
ID-00003183;08114907860;MANGO DE MADERA PARA LIMAS;STIHL MOTOIMPLEMENTOS S.A;STIHL;4;4,05
ID-00003184;00788.30;PAR DE GUANTE TEJIDO S/COST. T.9 ROGUANT;BERMON DISTRIBUIDORA S.R.L;ROGUANT;6;1,23
ID-00003185;23012038;"TORNILLO C/FIJ 12 x 1 1/2""";RC DISTRIBUCIONES S.R.L;RC;185;0,63
ID-00003186;604.IM.160;SOLDADORA MIG ENERGY 160 AMP;BULONFER S.A;ENERGY;0;0,00
ID-00003187;101-03-01-40252;DISCO SENSITIVA TYROLIT 400x2.5x25;DISTROPAR SA;TYROLIT;13;36,62
ID-00003188;101-01-01-23032;DISCO DE CORTE DE 9 x 3.2MM;DISTROPAR SA;TYROLIT;0;0,00
ID-00003189;MDP400;MEZCLADOR DE PINTURA 80 X 400;GACINOL S.R.L;HAMILTON;2;11774,19
ID-00003190;MDP600;MEZCLADOR DE PINTURA 100X600;GACINOL S.R.L;HAMILTON;2;21084,01
ID-00003191;BPT65;CEPILLO COPA TRENZADO DE 65MM;GACINOL S.R.L;HAMILTON;4;28093,75
ID-00003192;;MALACATE 12V ATW PRO 2500;ANGAR DISTRIBUCIONES;SIN RAMO;1;386,18
ID-00003193;1153;FRATACHO DE ALGARROBO X 35CM;DELLA VALLE Y CIA SRL;TIMBO;5;1,18
ID-00003194;03127.15;MECHA 3 PUNTAS P/MADERA DE 10x120MM;BERMON DISTRIBUIDORA S.R.L;BIASSONI;10;31,12
ID-00003195;281107;DISCO DIAMANTADO TURBO P/PORCELAN. 4 1/2;DELLA VALLE Y CIA SRL;TYROLIT;4;6,61
ID-00003196;;PIQUETA SOLDADOR CABO LUSTRADO;DELLA VALLE Y CIA SRL;EL ROBLE;0;0,00
ID-00003197;00421.22;BARRETA SACA CLAVOS 19 x 500 MM;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;2;33,31
ID-00003198;170;BARRETA SACA CLAVOS 19 X 500 MM;MIGUEL MIELGO S.R.L;EL ROBLE;0;0,00
ID-00003199;171;BARRETA SACA CLAVOS 19X600 MM;MIGUEL MIELGO S.R.L;EL ROBLE;0;0,00
ID-00003200;237041;ALAMBRE TEJIDO DE 2 X 15 MTS (63X14);FORESTAL PICO S.A;ACINDAR;0;0,00
ID-00003201;1384;"CODO GALVANIZADO A 90º M/H DE 2""";CODIMAT S.A;ACINDAR;0;0,00
ID-00003202;4959;"TE GALVANIZADA DE 2 1/2 X 2""";CODIMAT S.A;ACINDAR;5;2,94
ID-00003203;;ANAFE P/CARTUCHO TIPO CAMPING;ALEJANDRO BERMON;BROGAS;1;16478,18
ID-00003204;DBAPR02;ASPIRADOR 2 HP 2 BOCAS MONOFASICO;GRUPO UNESA;DELBRE;0;0,00
ID-00003205;67168;ESTANTERIA LIVIANA 0.80 X 0.35 X 1.50;DELLA VALLE Y CIA SRL;SC METALURGICA;0;0,00
ID-00003206;2090200;MECHA PARA HOYADORA NIWA DE 250 MM;ROBERTO C. RUMBO S.R.L (CLIENTE;NIWA;1;116,67
ID-00003207;PPDCE019;"ACOPLE RAPIDO PPN DCE C/ESPIGA 3/4""";TODORIEGO INSUMOS S.R.L;IRRITEC;9;2150,63
ID-00003208;PPDCH019;"ACOPLE RAPIDO PPN C/ROSCA HEMBRA 3/4""";TODORIEGO INSUMOS S.R.L;IRRITEC;20;5086,83
ID-00003209;;MAMELUCO DE GRAFA BCO. FORTALEZA T50;FORTALEZA INDUSTRY SRL;FORTALEZA INDUSTRY;0;0,00
ID-00003210;319199;CADENA ZINCADA DE 30 MM X METRO;ROR MAYORISTAS S.A.;TITAN;62;8,01
ID-00003211;800052;REMACHE POP DE 6 X 8;ROR MAYORISTAS S.A.;RERAR;480;0,86
ID-00003212;03689.46;REMACHE POP DE 6 X 20 MM;BERMON DISTRIBUIDORA S.R.L;RERAR;370;44,78
ID-00003213;;BATERIA BRONCO 12N24-4 P/MINI TRACTOR;CENTRO DE BATERIAS;BRONCO;1;185,11
ID-00003214;1063;TERMO DE ACERO INOX. C/MANIJ 1L STANLEY;ALEJANDRO BERMON;STANLEY;3;167584,24
ID-00003215;PPPDNH019;"ACOPLE RAPIDO PPN DE 3/4""";TODORIEGO INSUMOS S.R.L;IRRITEC;19;1156,04
ID-00003216;1310614;CHAPA LAMINADA EN FRIO C 18 DE 2 X 1;FORESTAL PICO S.A;ACINDAR;0;0,00
ID-00003217;;;;;0;0,00
ID-00003218;;;;;0;0,00
ID-00003219;10008100;"TIRAFONDO 5/16 x 4""";BREMEN TOOLS ARGENTINA S.A.;TEL;76;35,86
ID-00003220;01001112;"TUERCA G2 12H 1/2""";RC DISTRIBUCIONES S.R.L;RC;274;85,26
ID-00003221;02001006;TUERCA G5;RC DISTRIBUCIONES S.R.L;RC;100;0,10
ID-00003222;02001012;"TUERCA G5 1/2""";RC DISTRIBUCIONES S.R.L;RC;153;23,39
ID-00003223;;PICO CORTADORA PLASMA C/ELECTRODO;COMPRANDO EN GRUPO NET S.A;KUSHIRO;2;2771,08
ID-00003224;03049.79;ESLABON ABIERTO DE 6 MM;BERMON DISTRIBUIDORA S.R.L;KEMEN;7;0,07
ID-00003225;03049.83;ESLABON ABIERTO DE 8 MM;BERMON DISTRIBUIDORA S.R.L;KEMEN;9;2,23
ID-00003226;03049.85;ESLABON ABIERTO DE 9 MM;BERMON DISTRIBUIDORA S.R.L;KEMEN;72;3,64
ID-00003227;03049.87;ESLABON ABIERTO DE 10 MM;BERMON DISTRIBUIDORA S.R.L;KEMEN;61;3,63
ID-00003228;111018;"GRILLETE DE 3/8""";PROCOM;KEMEN;3;1,70
ID-00003229;03056.22;"GRILLETE DE 1/2"" (13MM)";BERMON DISTRIBUIDORA S.R.L;SIN RAMO;10;46,07
ID-00003230;03056.24;"GRILLETE DE 7/8""";BERMON DISTRIBUIDORA S.R.L;KEMEN;2;5,74
ID-00003231;04485.48;"PRENSA CABLE 19MM  3/4""";BERMON DISTRIBUIDORA S.R.L;BERMON;1;3,43
ID-00003232;70002;BOMBA PRESURIZADORA UPA 120 GRUNDFOS;MERMACO S.A;GRUNDFOS;0;0,00
ID-00003233;C2;ENGRANAJE Y PIÑON P/HORMIG. WORKER;WORKER HERRAMIENTAS;WORKER;3;7,67
ID-00003234;317.10.100;MACHO P/ROSCAS MB 10 X 1.00 (402.02.244);BULONFER S.A;URANGA;0;0,00
ID-00003235;112019;ESCALERA MADERA PINTOR DE 7 ESC;PROCOM;TIMBO;1;60,60
ID-00003236;7067901;MOTOSIERRA HUSQVARNA 120;ROBERTO C. RUMBO S.R.L (CLIENTE;HUSQVARNA;0;0,00
ID-00003237;7639002;"MOTOBOMBA HUSQVARNA DE 2""";ROBERTO C. RUMBO S.R.L (CLIENTE;HUSQVARNA;0;0,00
ID-00003238;152391;038548103709;DELLA VALLE Y CIA SRL;IRWIN;2;1,78
ID-00003239;161000800;MECHA DE WIDIA EZETA DE 8.00MM;ITURRIA S.A;EZETA;1;0,30
ID-00003240;03641;SERRUCHO CARPINTERO DE 50CM SANTA JUANA  BERMON DISTRIBUIDORA S.R.L;;SANTA JUANA;4;64,52
ID-00003241;;SOPAPA DOBLE DE ALUMINIO FIJA;SOLMONI CARLOS;DAVIDSON;1;5,79
ID-00003242;174-3055;SIERRA COPA CARBURO TUNGSTENO DE 55MM;DISMAR;RHEIN;0;0,00
ID-00003243;174-3040;SIERRA COPA CARBURO DE TUNGSTENO DE;DISMAR;RHEIN;0;0,00
ID-00003244;174-3220;SOPORTE SDS PLUS SIER. COP WID.x 430MM;RC DISTRIBUCIONES S.R.L;RHEIN;1;1,75
ID-00003245;174-3430;SOPORTE SDS MAX P/SIER. COP WID. x 430M;SOLMONI CARLOS;RHEIN;0;0,00
ID-00003246;91013;MECHA P/HOYADORA DE 15 CM X 80 XM;DELLA VALLE Y CIA SRL;HYUNDAI;0;0,00
ID-00003247;106002;PINZA PARA BATERIA DE 25A;PROCOM;JR;0;0,00
ID-00003248;70001;BOMBA PRESURIZADORA UPA 15 GRUNDFOS;MERMACO S.A;GRUNDFOS;1;141,43
ID-00003249;;"CARBONES AMOLADORA B+D 4 1/2"" G720";DISTRIBUIDORA ADAMHU SA;PERSA;3;0,62
ID-00003250;WCM28;LLAVE COMBINADA HAMILTON 28 MM BLACK;GACINOL S.R.L;HAMILTON;1;22078,09
ID-00003251;WCM29;LLAVE COMBINADA HAMILTON 29 MM BLACK;GACINOL S.R.L;HAMILTON;2;46935,42
ID-00003252;780142;BOQUILLA TERMOFUSORA S3 DE 20MM;DELLA VALLE Y CIA SRL;S3;0;0,00
ID-00003253;780143;BOQUILLA TERMOFUSORA S3 DE 25MM;DELLA VALLE Y CIA SRL;S3;0;0,00
ID-00003254;;;;;0;0,00
ID-00003255;;;;;0;0,00
ID-00003256;780144;BOQUILLA TERMOFUSORA S3 DE 32MM;DELLA VALLE Y CIA SRL;S3;1;1,25
ID-00003257;85011;ESCALERA DE ALUMINIO x 6 ESC. BOTAFOGO;DELLA VALLE Y CIA SRL;BTF;0;0,00
ID-00003258;411225;"MANGUERA DE RIEGO 1/2""AZU X MTS.FREPLAST";ITURRIA S.A;FREPLAST;49;58,29
ID-00003259;411950;"MANGUERA DE RIEGO 3/4"" X MTS. FREPLAST";ITURRIA S.A;FREPLAST;78;159,30
ID-00003260;412525;"MANGUERA DE RIEGO 1"" X MTS. FREPAST";ITURRIA S.A;FREPLAST;76;233,85
ID-00003261;025071A;LLAVE COMBINADA IRIMO 7MM;ITURRIA S.A;IRIMO;1;0,28
ID-00003262;025101A;LLAVE COMBINADA IRIMO 10MM;ITURRIA S.A;IRIMO;1;0,24
ID-00003263;YAMAHA;GRUPO ELECTROGENO YAMAHA CHINO 2000 WTS GRUPO SIMPA S.A.;;YAMAHA;0;0,00
ID-00003264;443,22;"ARANDELA PLANA ZINCADA 7/8""";BULONFER S.A;FIXO;8;0,37
ID-00003265;297.P396.50;"PINCEL DE 2"" CB 396 ATLAS";BULONFER S.A;ATLAS;28;1,61
ID-00003266;00480;CUCHARA ALBAÑIL N 7 EL ROBLE;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;1;0,55
ID-00003267;07880.82;BOTA DE GOMA PAMPERO T41 BLANCA;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;4,43
ID-00003268;07880.84;BOTA DE GOMA PAMPERO T42 BLANCA;BERMON DISTRIBUIDORA S.R.L;PAMPERO;2;6,10
ID-00003269;01888.81;ESCUADRA METALICA 60 CM WESTON;BERMON DISTRIBUIDORA S.R.L;WESTON;2;1,28
ID-00003270;AF-2095;"FLEXIBLE DE PVC 1/2"" X 40 CM";ANGAR DISTRIBUCIONES;SIFOLIMP;0;0,00
ID-00003271;100111;REMACHE POR DE 4 X 8;DELLA VALLE Y CIA SRL;RERAR;2000;1,38
ID-00003272;;RODILLERA ARAGON GEL;KUNZ JOSE;LEMBU;0;0,00
ID-00003273;;RODILLERA LANCELOT;KUNZ JOSE;LEMBU;0;0,00
ID-00003274;;RODILLERAS JR802 PROWORK;KUNZ JOSE;PROWORK;0;0,00
ID-00003275;;TOBERA DE 15MM P/MIG;KUNZ JOSE;SIN RAMO;3;1,78
ID-00003276;;TOBERA DE 12MM P/MIG;KUNZ JOSE;SIN RAMO;1;0,37
ID-00003277;;BOQUILLA DE 0.8 X 6 P/MIG;KUNZ JOSE;SIN RAMO;1;0,91
ID-00003278;;BOQUILLA DE 1.2 X 5 P/MIG;KUNZ JOSE;SIN RAMO;4;0,22
ID-00003279;;BOQUILLA 1.0 X 7 P/MIG;KUNZ JOSE;SIN RAMO;2;0,11
ID-00003280;P3165125;DESTORNILLADOR PUNTA PLANA CONICA;ITURRIA S.A;BAHCO;2;0,48
ID-00003281;080100;GANCHO JOTA DE 5/16 X 8;METALURGICA LOS ARROYOS;METALURGICA LOS;617;672,82
ID-00003282;080100;GANCHO JOTA DE 5/16 X 6;METALURGICA LOS ARROYOS;METALURGICA LOS;55;2,47
ID-00003283;801000004;GANCHO JOTA DE 5/16 X 7;METALURGICA LOS ARROYOS;METALURGICA LOS;10;0,51
ID-00003284;12540115819;MOTOSIERRA A BATERIA MSA 120 C-BQ;STIHL MOTOIMPLEMENTOS S.A;STIHL;0;0,00
ID-00003285;45210113519;CORTACERCO A BATERIA HSA 56 STIHL;STIHL MOTOIMPLEMENTOS S.A;STIHL;0;0,00
ID-00003286;47890124600;HIDROLAVADORA RB200 MOTOR EXPLOSION;STIHL MOTOIMPLEMENTOS S.A;STIHL;0;0,00
ID-00003287;5.352-093;ENGRANAJE K2;KARCHER ARGENTINA S.A;KARCHER;4;10,75
ID-00003288;46001002/6;PRESURIZADOR PARA BOMBA PC-12;MOTORES CZERWENY S.A;CZERWENY;1;64,67
ID-00003289;8225D;PINZA PICO LORO POLYGRIP 315MM 8225A;ITURRIA S.A;BAHCO;1;4,24
ID-00003290;LQ50-04B;SOMBRILLA LUSQTOFF 3 MTS DIAMETRO;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003291;;;;;0;0,00
ID-00003292;;;;;0;0,00
ID-00003293;LQB-D100;TANQUE COMBUSTIBLE 100 LT C/KIT SURTIDOR;LUSQTOFF ARGENTINA S.A;LUSQTOFF;1;470,31
ID-00003294;AR193;REVOCADOR NEUMATICO LUSQTOFF;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003295;LQC-250;CARRO MULTIFUNCION P/250KG LUSQTOFF;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003296;;BURLETE DE GOMA ESPUMA 6 X 10 X 6 MM;ANGAR DISTRIBUCIONES;STRIPPING;0;0,00
ID-00003297;340.B.P;BOMBA TRASVASE P/ACEITE TAMBOR;BULONFER S.A;VULCANO;2;9,92
ID-00003298;100111;REMACHE POP DE 4 X 8;DELLA VALLE Y CIA SRL;RERAR;779;2,43
ID-00003299;297-222801;MACHO P/ROSCA 1/8 X 40 222801;DISMAR;BUL;1;0,20
ID-00003300;297-222802;MACHO P/ROSCA 5/32 X 32 222802;DISMAR;BUL;1;0,27
ID-00003301;297-222803;MACHO P/ROSCA 3/16 X 24 222803;DISMAR;BUL;1;0,07
ID-00003302;297-222804;MACHO P/ROSCA 7/32 X 24 222804;DISMAR;BUL;1;0,20
ID-00003303;297-222805;MACHO P/ROSCA 1/4 X 20 222805;DISMAR;BUL;1;0,21
ID-00003304;297-222806;MACHO P/ROSCA 5/16 X 18 222806;DISMAR;BUL;0;0,00
ID-00003305;297-222809;MACHO P/ROSCA 1/2 X 12 222809;DISMAR;BUL;3;1,28
ID-00003306;297-222810;MACHO P/ROSCA 1/2 X 13 222810;DISMAR;BUL;2;0,80
ID-00003307;297-222811;MACHO P/ROSCA 9/16 X 12 222811;DISMAR;BUL;2;1,12
ID-00003308;297-222815;MACHO P/ROSCA 1/8 X 28  222815;DISMAR;BUL;2;1,19
ID-00003309;297-222821;MACHO P/ROSCA 5/16 X 24 222821;DISMAR;BUL;1;0,26
ID-00003310;297-222822;MACHO P/ROSCA 3/8 X 24 222822;DISMAR;BUL;1;0,12
ID-00003311;297-222823;MACHO P/ROSCA 7/16 X 20 222823;DISMAR;BUL;2;0,77
ID-00003312;297-222824;MACHO P/ROSCA 1/2 X 20 222824;DISMAR;BUL;1;0,44
ID-00003313;297-222830;MACHO P/ROSCA 5 X 0.80 222830;DISMAR;BUL;1;0,20
ID-00003314;297-222831;MACHO P/ROSCA 6 X 1.00 222831;DISMAR;BUL;0;0,00
ID-00003315;297-222832;MACHO P/ROSCA 7 X 1.00 222832;DISMAR;BUL;0;0,00
ID-00003316;297-222833;MACHO P/ROSCA 8 X 1.25 222833;DISMAR;BUL;1;0,26
ID-00003317;297-222835;MACHO P/ROSCA 10 X 1.50 222835;DISMAR;BUL;1;0,30
ID-00003318;297-222836;MACHO P/ROSCA 12 X 1.75 222836;DISMAR;BUL;1;0,38
ID-00003319;297-222839;MACHO P/ROSCA 10 X 1.00 222839;DISMAR;BUL;1;0,30
ID-00003320;297-222840;MACHO P/ROSCA 10 X 1.25 222840;DISMAR;BUL;2;0,45
ID-00003321;297-222842;MACHO P/ROSCA 12 X 1.25  222842;DISMAR;BUL;1;0,15
ID-00003322;297-222843;MACHO P/ROSCA 12 X 1.50 222843;DISMAR;BUL;0;0,00
ID-00003323;297-222844;MACHO P/ROSCA 14 X 1.50  222844;DISMAR;BUL;1;0,44
ID-00003324;03689.34;REMACHE POP DE 6 X 12 MM;BERMON DISTRIBUIDORA S.R.L;RERAR;477;42,63
ID-00003325;170784;PAR DE GUANTE TEJIDO S/COST. GRIS T 10;DELLA VALLE Y CIA SRL;DELTAPLUS;73;19,76
ID-00003326;06087;TANZA CUAD. NARANJA DE 2.50MM x MTS;BERMON DISTRIBUIDORA S.R.L;GRILON;61;0,31
ID-00003327;71702;BOMBA CENTRIFUGA  H-750 BTM;MERMACO S.A;BTM;0;0,00
ID-00003328;;;;;0;0,00
ID-00003329;;;;;0;0,00
ID-00003330;71703;BOMBA CENTRIFUGA BTM H-1000;MERMACO S.A;BTM;0;0,00
ID-00003331;74022;BOMBA SUMERGIBLE POZO PROF. MK4D-6;MERMACO S.A;GRUNDFOS;0;0,00
ID-00003332;289.RP.19.25;MANGUERA COMBU.3/4 RECYLON PLUS;BULONFER S.A;PLASTIMET;0;0,00
ID-00003333;L14L10S-2;"DISCO P/CONCRETO CURADO 14"" ALIAFOR";ALIAFOR S.A;ALIAFOR;0;0,00
ID-00003334;SC-16AV;CALADORA DE BANCO 400-1600RPM 125 WTS;LUSQTOFF ARGENTINA S.A;LUSQTOFF;1;163,86
ID-00003335;RT107;"MANGUERA DE RIEGO DE 1/2"" X  MTS.";PLASTICUAL S.A;PLASTICUAL S.A.;29;23,84
ID-00003336;RT120;"MANGUERA DE RIEGO DE 1"" X  MTS.";PLASTICUAL S.A;PLASTICUAL S.A.;25;5,18
ID-00003337;RT112;"MANGUERA DE RIEGO DE 3/4"" X  MTS.";PLASTICUAL S.A;PLASTICUAL S.A.;28;3,13
ID-00003338;150094;"MANGUERA DE RIEGO TRENZ. 1"" x MTS";PROCOM;TECNOCOM;13;9,78
ID-00003339;150093;MANGUERA DE RIEGO REFORZADA AZUL 1/2xMTS PROCOM;;SIN RAMO;564;237,38
ID-00003340;40;"BROCHA DE 4"" CABO ROJO";ALEJANDRO BERMON;SIN RAMO;3;21657,07
ID-00003341;;REFLECTOR INALAMBRICO LED CON BASE;ALEJANDRO BERMON;SIN RAMO;0;0,00
ID-00003342;124049;DELANTAL DE JEANS;PROCOM;SIN RAMO;6;9,02
ID-00003343;138011;PULVERIZADOR GIBER X 5 LTS. H-5;CRIMARAL S.A.I.C.F.E.I;GIBER;1;57,05
ID-00003344;138012;PULVERIZADOR GIBER X 7 LTS. H-7;CRIMARAL S.A.I.C.F.E.I;GIBER;0;0,00
ID-00003345;138021;PULVERIZADOR MOCHILA GIBER X 16LTS. SH-1;CRIMARAL S.A.I.C.F.E.I;GIBER;1;109560,55
ID-00003346;138022;PULVERIZADOR MOCHILA GIBER X 20LTS. SH-2;CRIMARAL S.A.I.C.F.E.I;GIBER;1;112599,13
ID-00003347;239;CABO DE LIMA DE MADERA X 8 CM;MIELGO MIGUEL S.R.L.;SIN RAMO;6;0,12
ID-00003348;240;CABO DE LIMA DE MADERA X 10CM;MIELGO MIGUEL S.R.L.;SIN RAMO;4;0,08
ID-00003349;131952;PISTOLA P/SOPLETEAR PICO x 15CM BEMAR;CRIMARAL S.A.I.C.F.E.I;BEMAR;3;11183,83
ID-00003350;605.BD843R204;ARNES PARA MOTOGUADAÑA;BULONFER S.A;BELARRA;1;2,84
ID-00003351;G1838AR;MOTOGUADAÑA GAMMA ELITE X 44 CC;GRUPO SIMPA S.A.;GAMMA;0;0,00
ID-00003352;11038;"ROLLO DE POLIETILENO DE 3"" X 4KG X 50MTS";POLINAM S.R.L;POLINAM;1;20,93
ID-00003353;11038;"POLIETILENO DE 3"" X 4KG X MTS.";POLINAM S.R.L;POLINAM;250;119,69
ID-00003354;03006025;"BULON G2 RG 1/4"" X 1""";RC DISTRIBUCIONES S.R.L;METALBO;186;15,89
ID-00003355;03008012;"BULON G2 RG 5/16 ""  1/2""";RC DISTRIBUCIONES S.R.L;METALBO;440;2,69
ID-00003356;602.CPB.420;CORTADORA DE CESPED BELARRA 1HP C/BOL;BULONFER S.A;BELARRA;0;0,00
ID-00003357;04285.06;MEDIASOMBRA VERDE 80% x METRO ECONOMICA BERMON DISTRIBUIDORA S.R.L;;AGROTELAS;43;198,11
ID-00003358;04285.80;DUPLALON NEGRO 4 MTS. 200 MICRONES;BERMON DISTRIBUIDORA S.R.L;POYAGRO;85;195,80
ID-00003359;04944;TRAJE PVC P/LLUVIA 0,35 MM TALLE M;BERMON DISTRIBUIDORA S.R.L;BIGUA;4;6,99
ID-00003360;04947;TRAJE PVC P/LLUVIA 0,35 MM TALLE XXL;BERMON DISTRIBUIDORA S.R.L;BIGUA;7;103,44
ID-00003361;04949;CAPA PVC PARA LLUVIA 0,35 MM TALLE M;BERMON DISTRIBUIDORA S.R.L;BIGUA;0;0,00
ID-00003362;107000;ADHESIVO PARA PVC x  50 CC;PROCOM;DUKE;11;49,24
ID-00003363;140001;COLA FORTEX x 125 GRS;PROCOM;FORTEX;1;2,84
ID-00003364;07882.12;BOTA DE GOMA PAMPERO T44;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;9,96
ID-00003365;;;;;0;0,00
ID-00003366;;;;;0;0,00
ID-00003367;07882.14;BOTA DE GOMA PAMPERO T45;BERMON DISTRIBUIDORA S.R.L;PAMPERO;1;4,67
ID-00003368;DILU-000003;AGUARRAS MINERAL X 200 LTS;PROQUIN BAHIA S.R.L.;PROQUIM;0;0,00
ID-00003369;PINT-000734;PINTURA MULTIACCION NEGRO X 20 LTS.;PROQUIN BAHIA S.R.L.;CIBELPLUS;2;13,64
ID-00003370;150084;MANGUERA DE RIEGO VERDE Y AMARIL 1/2xMTS;PROCOM;SIN RAMO;705;215,99
